genome.acc	system	system.number	seqid	system.subtype	genome	domain	phylum	class	order	family	genus	species
GCA_001399805.1	PDC-S70	10	LIHJ01000089.1	PDC-S70	GCA_001399805	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA1	s__BA1 sp001399805
GCA_001399805.1	PDC-S70	2	LIHJ01000014.1	PDC-S70	GCA_001399805	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA1	s__BA1 sp001399805
GCA_001399805.1	PDC-S70	3	LIHJ01000017.1	PDC-S70	GCA_001399805	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA1	s__BA1 sp001399805
GCA_001399805.1	PDC-S70	4	LIHJ01000023.1	PDC-S70	GCA_001399805	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA1	s__BA1 sp001399805
GCA_001399805.1	PDC-S70	6	LIHJ01000047.1	PDC-S70	GCA_001399805	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA1	s__BA1 sp001399805
GCA_001399805.1	PDC-S70	7	LIHJ01000079.1	PDC-S70	GCA_001399805	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA1	s__BA1 sp001399805
GCA_001399805.1	PDC-S70	8	LIHJ01000083.1	PDC-S70	GCA_001399805	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA1	s__BA1 sp001399805
GCA_001399805.1	PDC-S70	9	LIHJ01000087.1	PDC-S70	GCA_001399805	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BA1	s__BA1 sp001399805
GCA_001402855.1	PDC-S01	2	CP011449.1	PDC-S01	GCA_001402855	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila
GCA_001402855.1	PDC-S09	3	CP011449.1	PDC-S09	GCA_001402855	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila
GCA_001402855.1	PDC-S09	4	CP011449.1	PDC-S09	GCA_001402855	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila
GCA_001402855.1	RM	6	CP011449.1	RM_type_I	GCA_001402855	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila
GCA_001402855.1	RM	7	CP011449.1	RM_type_I	GCA_001402855	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila
GCA_001402855.1	cas	10	CP011449.1	cas_type_other	GCA_001402855	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila
GCA_001402855.1	cas	8	CP011449.1	cas_type_I-B1	GCA_001402855	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila
GCA_001402855.1	cas	9	CP011449.1	cas_type_III-A	GCA_001402855	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina thermophila
GCA_001402935.1	PD-T7-4	3	LKBH01000092.1	PD-T7-4	GCA_001402935	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402935.1	PDC-S01	6	LKBH01000122.1	PDC-S01	GCA_001402935	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402935.1	PDC-S01	7	LKBH01000122.1	PDC-S01	GCA_001402935	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402935.1	PDC-S27	1	LKBH01000034.1	PDC-S27	GCA_001402935	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402935.1	PDC-S27	8	LKBH01000198.1	PDC-S27	GCA_001402935	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402935.1	RM	2	LKBH01000039.1	RM_type_II	GCA_001402935	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402935.1	cas	4	LKBH01000107.1	cas_type_I-D	GCA_001402935	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402945.1	PD-T7-4	8	LKBG01000275.1	PD-T7-4	GCA_001402945	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402945.1	PDC-S01	4	LKBG01000225.1	PDC-S01	GCA_001402945	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402945.1	PDC-S01	5	LKBG01000225.1	PDC-S01	GCA_001402945	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402945.1	PDC-S27	1	LKBG01000021.1	PDC-S27	GCA_001402945	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402945.1	PDC-S27	7	LKBG01000251.1	PDC-S27	GCA_001402945	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402945.1	RM	6	LKBG01000225.1	RM_type_II	GCA_001402945	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402945.1	cas	2	LKBG01000145.1	cas_type_I-D	GCA_001402945	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001402945.1	cas	3	LKBG01000145.1	cas_type_other	GCA_001402945	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
GCA_001412335.1	PDC-M05	7	LKUF01000371.1	PDC-M05	GCA_001412335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__SD8	s__SD8 sp001412335
GCA_001412335.1	PDC-S01	5	LKUF01000212.1	PDC-S01	GCA_001412335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__SD8	s__SD8 sp001412335
GCA_001412335.1	PDC-S02	2	LKUF01000165.1	PDC-S02	GCA_001412335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__SD8	s__SD8 sp001412335
GCA_001412335.1	PDC-S09	1	LKUF01000081.1	PDC-S09	GCA_001412335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__SD8	s__SD8 sp001412335
GCA_001412335.1	RM	3	LKUF01000165.1	RM_type_I	GCA_001412335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__SD8	s__SD8 sp001412335
GCA_001412335.1	SoFic	8	LKUF01000376.1	SoFic	GCA_001412335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__SD8	s__SD8 sp001412335
GCA_001412335.1	viperin	4	LKUF01000165.1	viperin_solo	GCA_001412335	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__SD8	s__SD8 sp001412335
GCA_001412355.1	PDC-S01	1	LKUD01000023.1	PDC-S01	GCA_001412355	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__LKUD01	s__LKUD01 sp001412355
GCA_001412355.1	RM	2	LKUD01000023.1	RM_type_II	GCA_001412355	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__LKUD01	s__LKUD01 sp001412355
GCA_001412355.1	SoFic	3	LKUD01000023.1	SoFic	GCA_001412355	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__LKUD01	s__LKUD01 sp001412355
GCA_001412355.1	brex	6	LKUD01000085.1	brex_type_IV	GCA_001412355	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__LKUD01	s__LKUD01 sp001412355
GCA_001412615.1	PDC-M44	6	CP013011.1	PDC-M44	GCA_001412615	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrodictium	s__Pyrodictium delaneyi
GCA_001412615.1	PDC-S27	7	CP013011.1	PDC-S27	GCA_001412615	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrodictium	s__Pyrodictium delaneyi
GCA_001412615.1	PDC-S27	8	CP013011.1	PDC-S27	GCA_001412615	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrodictium	s__Pyrodictium delaneyi
GCA_001412615.1	cas	10	CP013011.1	cas_type_I-A	GCA_001412615	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrodictium	s__Pyrodictium delaneyi
GCA_001412615.1	cas	11	CP013011.1	cas_type_III-B	GCA_001412615	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrodictium	s__Pyrodictium delaneyi
GCA_001412615.1	cas	12	CP013011.1	cas_type_other	GCA_001412615	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrodictium	s__Pyrodictium delaneyi
GCA_001412615.1	cas	14	CP013011.1	cas_type_other	GCA_001412615	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrodictium	s__Pyrodictium delaneyi
GCA_001412615.1	cas	9	CP013011.1	cas_adaptation	GCA_001412615	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrodictium	s__Pyrodictium delaneyi
GCA_001418715.1	PDC-M05	18	LIXN01000012.1	PDC-M05	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S01	14	LIXN01000010.1	PDC-S01	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S01	2	LIXN01000002.1	PDC-S01	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S09	4	LIXN01000006.1	PDC-S09	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S27	11	LIXN01000009.1	PDC-S27	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S27	12	LIXN01000009.1	PDC-S27	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S27	13	LIXN01000009.1	PDC-S27	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S27	15	LIXN01000011.1	PDC-S27	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S27	19	LIXN01000013.1	PDC-S27	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S27	3	LIXN01000005.1	PDC-S27	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S27	8	LIXN01000008.1	PDC-S27	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S27	9	LIXN01000008.1	PDC-S27	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S70	16	LIXN01000011.1	PDC-S70	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S70	17	LIXN01000011.1	PDC-S70	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	PDC-S70	7	LIXN01000007.1	PDC-S70	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	argonaute	10	LIXN01000008.1	argonaute_solo	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	cas	5	LIXN01000006.1	cas_type_I-A	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001418715.1	cas	6	LIXN01000006.1	cas_type_other	GCA_001418715	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus thioreducens
GCA_001421175.1	RM	1	LJKL01000001.1	RM_type_II	GCA_001421175	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__RumEn-M2	s__RumEn-M2 sp001421175
GCA_001421175.1	SoFic	3	LJKL01000009.1	SoFic	GCA_001421175	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__RumEn-M2	s__RumEn-M2 sp001421175
GCA_001421175.1	SoFic	5	LJKL01000010.1	SoFic	GCA_001421175	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__RumEn-M2	s__RumEn-M2 sp001421175
GCA_001421185.1	AbiE	9	LJKK01000128.1	AbiE	GCA_001421185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__DTU008	s__DTU008 sp001421185
GCA_001421185.1	PDC-S45	4	LJKK01000055.1	PDC-S45	GCA_001421185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__DTU008	s__DTU008 sp001421185
GCA_001421185.1	RM	3	LJKK01000032.1	RM_type_I	GCA_001421185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__DTU008	s__DTU008 sp001421185
GCA_001421185.1	RM	6	LJKK01000088.1	RM_type_II	GCA_001421185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__DTU008	s__DTU008 sp001421185
GCA_001421185.1	SoFic	7	LJKK01000088.1	SoFic	GCA_001421185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__DTU008	s__DTU008 sp001421185
GCA_001421185.1	cbass	2	LJKK01000009.1	cbass_other	GCA_001421185	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__DTU008	s__DTU008 sp001421185
GCA_001433455.1	AbiE	2	CP013050.1	AbiE	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S01	3	CP013050.1	PDC-S01	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S01	4	CP013050.1	PDC-S01	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S01	5	CP013050.1	PDC-S01	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S01	6	CP013050.1	PDC-S01	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S09	7	CP013050.1	PDC-S09	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S10	10	CP013050.1	PDC-S10	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S27	11	CP013050.1	PDC-S27	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S27	12	CP013050.1	PDC-S27	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S27	13	CP013050.1	PDC-S27	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S27	14	CP013050.1	PDC-S27	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S27	15	CP013050.1	PDC-S27	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S27	16	CP013050.1	PDC-S27	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S27	17	CP013050.1	PDC-S27	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S27	19	CP013050.1	PDC-S27	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S70	20	CP013050.1	PDC-S70	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S70	21	CP013050.1	PDC-S70	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S70	22	CP013050.1	PDC-S70	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	PDC-S70	23	CP013050.1	PDC-S70	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	RM	24	CP013050.1	RM_type_I	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	RM	25	CP013050.1	RM_type_I	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	RM	26	CP013050.1	RM_type_II	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	RM	27	CP013050.1	RM_type_II	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	RM	28	CP013050.1	RM_type_II	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	RM	29	CP013050.1	RM_type_IIG	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	cas	30	CP013050.1	cas_type_I-B1	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	cas	31	CP013050.1	cas_type_III-B	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001433455.1	disarm	32	CP013050.1	disarm_type_II	GCA_001433455	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B barophilus
GCA_001437625.1	pycsar	2	LIAL01000021.1	pycsar_unknown	GCA_001437625	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus sp001437625
GCA_001443365.1	pycsar	3	LDXL01000008.1	pycsar_unknown	GCA_001443365	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__CSP1-1	s__CSP1-1 sp001443365
GCA_001458655.1	PDC-M05	3	LN734822.1	PDC-M05	GCA_001458655	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001458655.1	PDC-S09	4	LN734822.1	PDC-S09	GCA_001458655	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001458655.1	PDC-S11	6	LN734822.1	PDC-S11	GCA_001458655	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001458655.1	PDC-S18	7	LN734822.1	PDC-S18	GCA_001458655	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001458655.1	RM	9	LN734822.1	RM_type_I	GCA_001458655	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001458655.1	SoFic	11	LN734822.1	SoFic	GCA_001458655	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
GCA_001458655.1	cas	12	LN734822.1	cas_type_I-B1	GCA_001458655	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium formicicum
